country_mapped,region,year,rank,score,gdp_pc,family,health,freedom,trust,generosity,dystopia
Tanzania,Sub-Saharan Africa,2015,146,3.781,0.2852,1.00268,0.38215,0.32878,0.05747,0.34377,1.38079
Tanzania,Sub-Saharan Africa,2016,149,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769
Tanzania,Sub-Saharan Africa,2017,153,3.34899997711182,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.0660351067781448,0.354256361722946,0.621130466461182
Tanzania,Sub-Saharan Africa,2018,153,3.303,0.455,0.991,0.381,0.481,0.097,0.27,
Tanzania,Sub-Saharan Africa,2019,153,3.231,0.476,0.885,0.499,0.417,0.147,0.276,
Thailand,Southeastern Asia,2015,34,6.455,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,2.31945
Thailand,Southeastern Asia,2016,33,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796
Thailand,Southeastern Asia,2017,32,6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.0316127352416515,0.572123110294342,2.03950834274292
Thailand,Southeastern Asia,2018,46,6.072,1.016,1.417,0.707,0.637,0.029,0.364,
Thailand,Southeastern Asia,2019,52,6.008,1.05,1.409,0.828,0.557,0.028,0.359,
Togo,Sub-Saharan Africa,2015,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726
Togo,Sub-Saharan Africa,2016,155,3.303,0.28123,0.0,0.24811,0.34678,0.11587,0.17517,2.1354
Togo,Sub-Saharan Africa,2017,150,3.49499988555908,0.305444717407227,0.431882530450821,0.247105568647385,0.38042613863945,0.0956650152802467,0.196896150708199,1.83722925186157
Togo,Sub-Saharan Africa,2018,139,3.999,0.259,0.474,0.253,0.434,0.101,0.158,
Togo,Sub-Saharan Africa,2019,139,4.085,0.275,0.572,0.41,0.293,0.085,0.177,
Trinidad and Tobago,Latin America and Caribbean,2018,38,6.192,1.223,1.492,0.564,0.575,0.019,0.171,
Trinidad and Tobago,Latin America and Caribbean,2019,39,6.192,1.231,1.477,0.713,0.489,0.016,0.185,
Trinidad and Tobago,Latin America and Caribbean,2015,41,6.168,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26882
Trinidad and Tobago,Latin America and Caribbean,2016,43,6.168,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2.51394
Trinidad and Tobago,Latin America and Caribbean,2017,38,6.16800022125244,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.0089648161083459,0.325296461582184,2.05324745178223
Tunisia,Middle East and Northern Africa,2015,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466
Tunisia,Middle East and Northern Africa,2016,98,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68413
Tunisia,Middle East and Northern Africa,2017,102,4.80499982833862,1.00726580619812,0.868351459503174,0.613212049007416,0.289680689573288,0.0867231488227844,0.0496933571994305,1.89025115966797
Tunisia,Middle East and Northern Africa,2018,111,4.592,0.9,0.906,0.69,0.271,0.063,0.04,
Tunisia,Middle East and Northern Africa,2019,124,4.461,0.921,1.0,0.815,0.167,0.055,0.059,
Turkey,Middle East and Northern Africa,2015,76,5.332,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
Turkey,Middle East and Northern Africa,2016,78,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,2.29074
Turkey,Middle East and Northern Africa,2017,69,5.5,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0996715798974037,0.0466930419206619,1.87927794456482
Turkey,Middle East and Northern Africa,2018,74,5.483,1.148,1.38,0.686,0.324,0.109,0.106,
Turkey,Middle East and Northern Africa,2019,79,5.373,1.183,1.36,0.808,0.195,0.106,0.083,
Turkmenistan,Central and Eastern Europe,2015,70,5.548,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.86984
Turkmenistan,Central and Eastern Europe,2016,65,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,2.21489
Turkmenistan,Central and Eastern Europe,2017,59,5.82200002670288,1.13077676296234,1.49314916133881,0.437726080417633,0.41827192902565,0.259270340204239,0.24992498755455,1.83290982246399
Turkmenistan,Central and Eastern Europe,2018,68,5.636,1.016,1.533,0.517,0.417,0.037,0.199,
Turkmenistan,Central and Eastern Europe,2019,87,5.247,1.052,1.538,0.657,0.394,0.028,0.244,
Uganda,Sub-Saharan Africa,2015,141,3.931,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766
Uganda,Sub-Saharan Africa,2016,145,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416
Uganda,Sub-Saharan Africa,2017,133,4.08099985122681,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.057069718837738,0.325766056776047,1.526362657547
Uganda,Sub-Saharan Africa,2018,135,4.161,0.322,1.09,0.237,0.45,0.061,0.259,
Uganda,Sub-Saharan Africa,2019,136,4.189,0.332,1.069,0.443,0.356,0.06,0.252,
Ukraine,Central and Eastern Europe,2015,111,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
Ukraine,Central and Eastern Europe,2016,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066
Ukraine,Central and Eastern Europe,2017,132,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.0230294708162546,0.270061463117599,0.814382314682007
Ukraine,Central and Eastern Europe,2018,138,4.103,0.793,1.413,0.609,0.163,0.011,0.187,
Ukraine,Central and Eastern Europe,2019,133,4.332,0.82,1.39,0.739,0.178,0.01,0.187,
United Arab Emirates,Middle East and Northern Africa,2015,20,6.901,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428,2.24743
United Arab Emirates,Middle East and Northern Africa,2016,28,6.573,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591,2.21507
United Arab Emirates,Middle East and Northern Africa,2017,21,6.64799976348877,1.62634336948395,1.26641023159027,0.726798236370087,0.60834527015686,0.324489563703537,0.3609419465065,1.734703540802
United Arab Emirates,Middle East and Northern Africa,2018,20,6.774,2.096,0.776,0.67,0.284,,0.186,
United Arab Emirates,Middle East and Northern Africa,2019,21,6.825,1.503,1.31,0.825,0.598,0.182,0.262,
United Kingdom,Western Europe,2015,21,6.867,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912,1.96994
United Kingdom,Western Europe,2016,23,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,2.14999
United Kingdom,Western Europe,2017,19,6.71400022506714,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.265428066253662,0.492774158716202,1.70414352416992
United Kingdom,Western Europe,2018,11,7.19,1.244,1.433,0.888,0.464,0.082,0.262,
United Kingdom,Western Europe,2019,15,7.054,1.333,1.538,0.996,0.45,0.278,0.348,
United States,North America,2015,15,7.119,1.39451,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
United States,North America,2016,13,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41077,2.72782
United States,North America,2017,14,6.99300003051758,1.54625928401947,1.41992056369781,0.77428662776947,0.505740523338318,0.135638788342476,0.392578780651093,2.2181134223938
United States,North America,2018,18,6.886,1.398,1.471,0.819,0.547,0.133,0.291,
United States,North America,2019,19,6.892,1.433,1.457,0.874,0.454,0.128,0.28,
Uruguay,Latin America and Caribbean,2015,32,6.485,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2.32142
Uruguay,Latin America and Caribbean,2016,29,6.545,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056,2.67139
Uruguay,Latin America and Caribbean,2017,28,6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.178061872720718,0.175096929073334,2.17240953445435
Uruguay,Latin America and Caribbean,2018,31,6.379,1.093,1.459,0.771,0.625,0.155,0.13,
Uruguay,Latin America and Caribbean,2019,33,6.293,1.124,1.465,0.891,0.523,0.15,0.127,
Uzbekistan,Central and Eastern Europe,2015,44,6.003,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837,2.23741
Uzbekistan,Central and Eastern Europe,2016,49,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,2.34638
Uzbekistan,Central and Eastern Europe,2017,47,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.246528223156929,0.415983647108078,1.81691360473633
Uzbekistan,Central and Eastern Europe,2018,44,6.096,0.719,1.584,0.605,0.724,0.259,0.328,
Uzbekistan,Central and Eastern Europe,2019,41,6.174,0.745,1.529,0.756,0.631,0.24,0.322,
Venezuela,Latin America and Caribbean,2015,23,6.81,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841,3.19131
Venezuela,Latin America and Caribbean,2016,44,6.084,1.13367,1.03302,0.61904,0.19847,0.08304,0.0425,2.97468
Venezuela,Latin America and Caribbean,2017,82,5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.153997123241425,0.0644911229610443,0.0650196298956871,1.78946375846863
Venezuela,Latin America and Caribbean,2018,102,4.806,0.996,1.469,0.657,0.133,0.052,0.056,
Venezuela,Latin America and Caribbean,2019,108,4.707,0.96,1.427,0.805,0.154,0.047,0.064,
Vietnam,Southeastern Asia,2015,75,5.36,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2.20173
Vietnam,Southeastern Asia,2016,96,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,1.9418
Vietnam,Southeastern Asia,2017,94,5.07399988174438,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.0876332372426987,0.234968051314354,1.46231865882874
Vietnam,Southeastern Asia,2018,95,5.103,0.715,1.365,0.702,0.618,0.079,0.177,
Vietnam,Southeastern Asia,2019,94,5.175,0.741,1.346,0.851,0.543,0.073,0.147,
Yemen,Middle East and Northern Africa,2015,136,4.077,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131,1.92313
Yemen,Middle East and Northern Africa,2016,147,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,1.97295
Yemen,Middle East and Northern Africa,2017,146,3.59299993515015,0.591683447360992,0.93538224697113,0.310080915689468,0.249463722109795,0.0567674227058887,0.104125209152699,1.34560060501099
Yemen,Middle East and Northern Africa,2018,152,3.355,0.442,1.073,0.343,0.244,0.064,0.083,
Yemen,Middle East and Northern Africa,2019,151,3.38,0.287,1.163,0.463,0.143,0.077,0.108,
Zambia,Sub-Saharan Africa,2015,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343
Zambia,Sub-Saharan Africa,2016,106,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2.58991
Zambia,Sub-Saharan Africa,2017,116,4.51399993896484,0.636406779289246,1.00318729877472,0.257835894823074,0.461603492498398,0.0782135501503944,0.249580144882202,1.82670545578003
Zambia,Sub-Saharan Africa,2018,125,4.377,0.562,1.047,0.295,0.503,0.082,0.221,
Zambia,Sub-Saharan Africa,2019,138,4.107,0.578,1.058,0.426,0.431,0.087,0.247,
Zimbabwe,Sub-Saharan Africa,2015,115,4.61,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191
Zimbabwe,Sub-Saharan Africa,2016,131,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427
Zimbabwe,Sub-Saharan Africa,2017,138,3.875,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,0.0953753814101219,0.189143493771553,1.59797024726868
Zimbabwe,Sub-Saharan Africa,2018,144,3.692,0.357,1.094,0.248,0.406,0.099,0.132,
Zimbabwe,Sub-Saharan Africa,2019,146,3.663,0.366,1.114,0.433,0.361,0.089,0.151,
